Command finished with exit code 0.
Command output:
rm '.venv/lib/python3.12/site-packages/pluggy/__pycache__/_version.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pluggy/__pycache__/_warnings.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pluggy/_callers.py'
rm '.venv/lib/python3.12/site-packages/pluggy/_hooks.py'
rm '.venv/lib/python3.12/site-packages/pluggy/_manager.py'
rm '.venv/lib/python3.12/site-packages/pluggy/_result.py'
rm '.venv/lib/python3.12/site-packages/pluggy/_tracing.py'
rm '.venv/lib/python3.12/site-packages/pluggy/_version.py'
rm '.venv/lib/python3.12/site-packages/pluggy/_warnings.py'
rm '.venv/lib/python3.12/site-packages/pluggy/py.typed'
rm '.venv/lib/python3.12/site-packages/py.py'
rm '.venv/lib/python3.12/site-packages/pydantic-2.13.3.dist-info/INSTALLER'
rm '.venv/lib/python3.12/site-packages/pydantic-2.13.3.dist-info/METADATA'
rm '.venv/lib/python3.12/site-packages/pydantic-2.13.3.dist-info/RECORD'
rm '.venv/lib/python3.12/site-packages/pydantic-2.13.3.dist-info/WHEEL'
rm '.venv/lib/python3.12/site-packages/pydantic-2.13.3.dist-info/licenses/LICENSE'
rm '.venv/lib/python3.12/site-packages/pydantic/__init__.py'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/_migration.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/alias_generators.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/aliases.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/annotated_handlers.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/class_validators.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/color.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/config.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/dataclasses.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/datetime_parse.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/decorator.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/env_settings.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/error_wrappers.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/errors.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/fields.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/functional_serializers.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/functional_validators.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/generics.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/json.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/json_schema.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/main.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/mypy.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/networks.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/parse.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/root_model.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/schema.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/tools.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/type_adapter.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/types.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/typing.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/validate_call_decorator.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/validators.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/version.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/__pycache__/warnings.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__init__.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_config.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_core_metadata.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_core_utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_dataclasses.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_decorators.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_decorators_v1.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_discriminated_union.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_docs_extraction.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_fields.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_forward_ref.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_generate_schema.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_generics.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_git.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_import_utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_internal_dataclass.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_known_annotated_metadata.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_mock_val_ser.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_model_construction.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_namespace_utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_repr.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_schema_gather.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_schema_generation_shared.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_serializers.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_signature.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_typing_extra.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_validate_call.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/__pycache__/_validators.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_config.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_core_metadata.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_core_utils.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_dataclasses.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_decorators.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_decorators_v1.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_discriminated_union.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_docs_extraction.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_fields.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_forward_ref.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_generate_schema.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_generics.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_git.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_import_utils.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_internal_dataclass.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_known_annotated_metadata.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_mock_val_ser.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_model_construction.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_namespace_utils.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_repr.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_schema_gather.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_schema_generation_shared.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_serializers.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_signature.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_typing_extra.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_utils.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_validate_call.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_internal/_validators.py'
rm '.venv/lib/python3.12/site-packages/pydantic/_migration.py'
rm '.venv/lib/python3.12/site-packages/pydantic/alias_generators.py'
rm '.venv/lib/python3.12/site-packages/pydantic/aliases.py'
rm '.venv/lib/python3.12/site-packages/pydantic/annotated_handlers.py'
rm '.venv/lib/python3.12/site-packages/pydantic/class_validators.py'
rm '.venv/lib/python3.12/site-packages/pydantic/color.py'
rm '.venv/lib/python3.12/site-packages/pydantic/config.py'
rm '.venv/lib/python3.12/site-packages/pydantic/dataclasses.py'
rm '.venv/lib/python3.12/site-packages/pydantic/datetime_parse.py'
rm '.venv/lib/python3.12/site-packages/pydantic/decorator.py'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/__init__.py'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/__pycache__/class_validators.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/__pycache__/config.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/__pycache__/copy_internals.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/__pycache__/decorator.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/__pycache__/json.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/__pycache__/parse.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/__pycache__/tools.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/class_validators.py'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/config.py'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/copy_internals.py'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/decorator.py'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/json.py'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/parse.py'
rm '.venv/lib/python3.12/site-packages/pydantic/deprecated/tools.py'
rm '.venv/lib/python3.12/site-packages/pydantic/env_settings.py'
rm '.venv/lib/python3.12/site-packages/pydantic/error_wrappers.py'
rm '.venv/lib/python3.12/site-packages/pydantic/errors.py'
rm '.venv/lib/python3.12/site-packages/pydantic/experimental/__init__.py'
rm '.venv/lib/python3.12/site-packages/pydantic/experimental/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/experimental/__pycache__/arguments_schema.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/experimental/__pycache__/missing_sentinel.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/experimental/__pycache__/pipeline.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/experimental/arguments_schema.py'
rm '.venv/lib/python3.12/site-packages/pydantic/experimental/missing_sentinel.py'
rm '.venv/lib/python3.12/site-packages/pydantic/experimental/pipeline.py'
rm '.venv/lib/python3.12/site-packages/pydantic/fields.py'
rm '.venv/lib/python3.12/site-packages/pydantic/functional_serializers.py'
rm '.venv/lib/python3.12/site-packages/pydantic/functional_validators.py'
rm '.venv/lib/python3.12/site-packages/pydantic/generics.py'
rm '.venv/lib/python3.12/site-packages/pydantic/json.py'
rm '.venv/lib/python3.12/site-packages/pydantic/json_schema.py'
rm '.venv/lib/python3.12/site-packages/pydantic/main.py'
rm '.venv/lib/python3.12/site-packages/pydantic/mypy.py'
rm '.venv/lib/python3.12/site-packages/pydantic/networks.py'
rm '.venv/lib/python3.12/site-packages/pydantic/parse.py'
rm '.venv/lib/python3.12/site-packages/pydantic/plugin/__init__.py'
rm '.venv/lib/python3.12/site-packages/pydantic/plugin/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/plugin/__pycache__/_loader.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/plugin/__pycache__/_schema_validator.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/plugin/_loader.py'
rm '.venv/lib/python3.12/site-packages/pydantic/plugin/_schema_validator.py'
rm '.venv/lib/python3.12/site-packages/pydantic/py.typed'
rm '.venv/lib/python3.12/site-packages/pydantic/root_model.py'
rm '.venv/lib/python3.12/site-packages/pydantic/schema.py'
rm '.venv/lib/python3.12/site-packages/pydantic/tools.py'
rm '.venv/lib/python3.12/site-packages/pydantic/type_adapter.py'
rm '.venv/lib/python3.12/site-packages/pydantic/types.py'
rm '.venv/lib/python3.12/site-packages/pydantic/typing.py'
rm '.venv/lib/python3.12/site-packages/pydantic/utils.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__init__.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/_hypothesis_plugin.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/annotated_types.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/class_validators.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/color.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/config.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/dataclasses.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/datetime_parse.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/decorator.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/env_settings.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/error_wrappers.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/errors.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/fields.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/generics.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/json.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/main.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/mypy.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/networks.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/parse.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/schema.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/tools.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/types.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/typing.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/validators.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/__pycache__/version.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/_hypothesis_plugin.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/annotated_types.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/class_validators.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/color.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/config.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/dataclasses.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/datetime_parse.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/decorator.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/env_settings.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/error_wrappers.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/errors.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/fields.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/generics.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/json.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/main.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/mypy.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/networks.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/parse.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/py.typed'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/schema.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/tools.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/types.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/typing.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/utils.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/validators.py'
rm '.venv/lib/python3.12/site-packages/pydantic/v1/version.py'
rm '.venv/lib/python3.12/site-packages/pydantic/validate_call_decorator.py'
rm '.venv/lib/python3.12/site-packages/pydantic/validators.py'
rm '.venv/lib/python3.12/site-packages/pydantic/version.py'
rm '.venv/lib/python3.12/site-packages/pydantic/warnings.py'
rm '.venv/lib/python3.12/site-packages/pydantic_core-2.46.3.dist-info/INSTALLER'
rm '.venv/lib/python3.12/site-packages/pydantic_core-2.46.3.dist-info/METADATA'
rm '.venv/lib/python3.12/site-packages/pydantic_core-2.46.3.dist-info/RECORD'
rm '.venv/lib/python3.12/site-packages/pydantic_core-2.46.3.dist-info/WHEEL'
rm '.venv/lib/python3.12/site-packages/pydantic_core-2.46.3.dist-info/licenses/LICENSE'
rm '.venv/lib/python3.12/site-packages/pydantic_core-2.46.3.dist-info/sboms/pydantic-core.cyclonedx.json'
rm '.venv/lib/python3.12/site-packages/pydantic_core/__init__.py'
rm '.venv/lib/python3.12/site-packages/pydantic_core/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_core/__pycache__/core_schema.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_core/_pydantic_core.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/pydantic_core/_pydantic_core.pyi'
rm '.venv/lib/python3.12/site-packages/pydantic_core/core_schema.py'
rm '.venv/lib/python3.12/site-packages/pydantic_core/py.typed'
rm '.venv/lib/python3.12/site-packages/pydantic_settings-2.14.0.dist-info/INSTALLER'
rm '.venv/lib/python3.12/site-packages/pydantic_settings-2.14.0.dist-info/METADATA'
rm '.venv/lib/python3.12/site-packages/pydantic_settings-2.14.0.dist-info/RECORD'
rm '.venv/lib/python3.12/site-packages/pydantic_settings-2.14.0.dist-info/WHEEL'
rm '.venv/lib/python3.12/site-packages/pydantic_settings-2.14.0.dist-info/licenses/LICENSE'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/__init__.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/__pycache__/exceptions.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/__pycache__/main.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/__pycache__/utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/__pycache__/version.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/exceptions.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/main.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/py.typed'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/__init__.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/__pycache__/base.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/__pycache__/types.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/__pycache__/utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/base.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__init__.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__pycache__/aws.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__pycache__/azure.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__pycache__/cli.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__pycache__/dotenv.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__pycache__/env.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__pycache__/gcp.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__pycache__/json.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__pycache__/nested_secrets.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__pycache__/pyproject.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__pycache__/secrets.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__pycache__/toml.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/__pycache__/yaml.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/aws.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/azure.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/cli.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/dotenv.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/env.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/gcp.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/json.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/nested_secrets.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/pyproject.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/secrets.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/toml.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/providers/yaml.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/types.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/sources/utils.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/utils.py'
rm '.venv/lib/python3.12/site-packages/pydantic_settings/version.py'
rm '.venv/lib/python3.12/site-packages/pygments-2.20.0.dist-info/INSTALLER'
rm '.venv/lib/python3.12/site-packages/pygments-2.20.0.dist-info/METADATA'
rm '.venv/lib/python3.12/site-packages/pygments-2.20.0.dist-info/RECORD'
rm '.venv/lib/python3.12/site-packages/pygments-2.20.0.dist-info/WHEEL'
rm '.venv/lib/python3.12/site-packages/pygments-2.20.0.dist-info/entry_points.txt'
rm '.venv/lib/python3.12/site-packages/pygments-2.20.0.dist-info/licenses/AUTHORS'
rm '.venv/lib/python3.12/site-packages/pygments-2.20.0.dist-info/licenses/LICENSE'
rm '.venv/lib/python3.12/site-packages/pygments/__init__.py'
rm '.venv/lib/python3.12/site-packages/pygments/__main__.py'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/__main__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/cmdline.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/console.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/filter.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/formatter.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/lexer.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/modeline.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/plugin.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/regexopt.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/scanner.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/sphinxext.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/style.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/token.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/unistring.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/__pycache__/util.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/cmdline.py'
rm '.venv/lib/python3.12/site-packages/pygments/console.py'
rm '.venv/lib/python3.12/site-packages/pygments/filter.py'
rm '.venv/lib/python3.12/site-packages/pygments/filters/__init__.py'
rm '.venv/lib/python3.12/site-packages/pygments/filters/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/formatter.py'
rm '.venv/lib/python3.12/site-packages/pygments/formatters/__init__.py'
rm '.venv/lib/python3.12/site-packages/pygments/formatters/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/formatters/__pycache__/_mapping.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/formatters/__pycache__/bbcode.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/formatters/__pycache__/groff.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pygments/formatters/__pycache__/html.cpython-312.pyc'
